product_id,reference_number,image_path,status,error
349,1063/020/078,data/images/1063_020_078.jpg,ok,
350,2088/111/104,data/images/2088_111_104.jpg,ok,
351,2288/467/044,data/images/2288_467_044.jpg,ok,
352,2089/159/400,data/images/2089_159_400.jpg,ok,
353,1075/320/401,data/images/1075_320_401.jpg,ok,
354,4772/014/044,data/images/4772_014_044.jpg,ok,
355,5029/201/712,data/images/5029_201_712.jpg,ok,
356,2011/255/044,data/images/2011_255_044.jpg,ok,
357,2255/101/330,data/images/2255_101_330.jpg,ok,
358,2181/538/049,data/images/2181_538_049.jpg,ok,
359,2190/530/046,data/images/2190_530_046.jpg,ok,
360,1063/262/401,data/images/1063_262_401.jpg,ok,
361,1063/828/715,data/images/1063_828_715.jpg,ok,
362,0975/005/420,data/images/0975_005_420.jpg,ok,
363,4661/003/049,data/images/4661_003_049.jpg,ok,
364,1971/068/401,data/images/1971_068_401.jpg,ok,
365,2240/113/330,data/images/2240_113_330.jpg,ok,
366,2140/529/406,data/images/2140_529_406.jpg,ok,
367,1065/321/080,data/images/1065_321_080.jpg,ok,
368,4043/020/104,data/images/4043_020_104.jpg,ok,
369,9738/102/620,data/images/9738_102_620.jpg,ok,
370,3564/176/250,data/images/3564_176_250.jpg,ok,
371,2026/616/406,data/images/2026_616_406.jpg,ok,
372,4661/173/017,data/images/4661_173_017.jpg,ok,
373,2055/226/017,data/images/2055_226_017.jpg,ok,
374,2109/581/681,data/images/2109_581_681.jpg,ok,
375,5029/181/097,data/images/5029_181_097.jpg,ok,
376,4786/050/401,data/images/4786_050_401.jpg,ok,
377,3666/053/098,data/images/3666_053_098.jpg,ok,
378,2132/547/704,data/images/2132_547_704.jpg,ok,
379,2110/534/441,data/images/2110_534_441.jpg,ok,
380,1063/987/700,data/images/1063_987_700.jpg,ok,
381,4043/014/250,data/images/4043_014_250.jpg,ok,
382,1971/052/800,data/images/1971_052_800.jpg,ok,
383,1971/051/401,data/images/1971_051_401.jpg,ok,
384,1081/097/044,data/images/1081_097_044.jpg,ok,
385,3152/198/102,data/images/3152_198_102.jpg,ok,
386,2137/693/620,data/images/2137_693_620.jpg,ok,
387,2137/520/049,data/images/2137_520_049.jpg,ok,
388,2180/103/753,data/images/2180_103_753.jpg,ok,
389,1210/008/049,data/images/1210_008_049.jpg,ok,
390,2027/648/251,data/images/2027_648_251.jpg,ok,
391,2172/015/080,data/images/2172_015_080.jpg,ok,
392,2271/313/712,data/images/2271_313_712.jpg,ok,
393,2169/105/330,data/images/2169_105_330.jpg,ok,
394,2006/893/400,data/images/2006_893_400.jpg,ok,
395,7484/051/087,data/images/7484_051_087.jpg,ok,
396,4764/001/090,data/images/4764_001_090.jpg,ok,
397,7521/015/727,data/images/7521_015_727.jpg,ok,
398,3067/036/733,data/images/3067_036_733.jpg,ok,
399,4772/025/620,data/images/4772_025_620.jpg,ok,
400,4772/011/403,data/images/4772_011_403.jpg,ok,
401,3152/030/050,data/images/3152_030_050.jpg,ok,
402,4764/181/730,data/images/4764_181_730.jpg,ok,
403,2278/335/307,data/images/2278_335_307.jpg,ok,
404,1971/054/064,data/images/1971_054_064.jpg,ok,
405,3564/061/070,data/images/3564_061_070.jpg,ok,
406,5029/060/068,data/images/5029_060_068.jpg,ok,
407,3152/165/096,data/images/3152_165_096.jpg,ok,
408,2225/456/063,data/images/2225_456_063.jpg,ok,
409,1758/219/800,data/images/1758_219_800.jpg,ok,
410,0387/051/044,data/images/0387_051_044.jpg,ok,
411,2678/110/073,data/images/2678_110_073.jpg,ok,
412,9461/846/707,data/images/9461_846_707.jpg,ok,
413,4786/151/700,data/images/4786_151_700.jpg,ok,
414,2521/900/300,data/images/2521_900_300.jpg,ok,
415,9445/893/898,data/images/9445_893_898.jpg,ok,
416,6098/912/807,data/images/6098_912_807.jpg,ok,
417,5039/860/716,data/images/5039_860_716.jpg,ok,
418,1355/016/700,data/images/1355_016_700.jpg,ok,
419,1026/825/250,data/images/1026_825_250.jpg,ok,
420,5039/850/800,data/images/5039_850_800.jpg,ok,
421,1355/002/800,data/images/1355_002_800.jpg,ok,
422,1355/012/800,data/images/1355_012_800.jpg,ok,
423,6050/028/800,data/images/6050_028_800.jpg,ok,
424,0347/001/800,data/images/0347_001_800.jpg,ok,
425,5919/617/800,data/images/5919_617_800.jpg,ok,
426,5584/011/800,data/images/5584_011_800.jpg,ok,
427,3641/838/250,data/images/3641_838_250.jpg,ok,
428,5919/114/500,data/images/5919_114_500.jpg,ok,
429,1355/112/800,data/images/1355_112_800.jpg,ok,
430,1368/034/800,data/images/1368_034_800.jpg,ok,
431,1368/024/681,data/images/1368_024_681.jpg,ok,
432,5919/111/800,data/images/5919_111_800.jpg,ok,
433,2893/203/800,data/images/2893_203_800.jpg,ok,
434,2678/102/800,data/images/2678_102_800.jpg,ok,
435,8246/053/407,data/images/8246_053_407.jpg,ok,
436,9632/253/407,data/images/9632_253_407.jpg,ok,
437,1889/152/427,data/images/1889_152_427.jpg,ok,
438,6840/291/407,data/images/6840_291_407.jpg,ok,
439,7223/022/800,data/images/7223_022_800.jpg,ok,
440,9942/166/800,data/images/9942_166_800.jpg,ok,
441,8228/021/427,data/images/8228_021_427.jpg,ok,
442,5252/226/401,data/images/5252_226_401.jpg,ok,
443,5575/229/800,data/images/5575_229_800.jpg,ok,
444,1934/033/427,data/images/1934_033_427.jpg,ok,
445,2040/576/800,data/images/2040_576_800.jpg,ok,
